"index","gender","car","reality","child_num","income_total","income_type","edu_type","family_type","house_type","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","work_phone","phone","email","occyp_type","family_size","begin_month","credit"
198,"F","N","Y",2,225000,"State servant","Secondary / secondary special","Married","House / apartment",-13077,-5394,1,1,0,0,"Medicine staff",4,-26,"good"
199,"F","N","Y",2,360000,"Working","Secondary / secondary special","Married","House / apartment",-15812,-658,1,0,1,0,"Sales staff",4,-11,"bad"
200,"M","Y","Y",0,202500,"Working","Higher education","Married","House / apartment",-14646,-1953,1,0,0,0,"Managers",2,-3,"good"
201,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-12322,-3717,1,0,0,0,"Core staff",2,-10,"good"
202,"F","N","N",0,135000,"Working","Higher education","Married","House / apartment",-14185,-4447,1,1,0,0,"Core staff",2,-8,"good"
203,"M","Y","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11613,-4031,1,0,1,0,"Laborers",2,-41,"bad"
204,"M","N","N",0,382500,"Working","Secondary / secondary special","Married","Municipal apartment",-17254,-1207,1,1,1,0,"Managers",2,-46,"good"
205,"F","N","Y",0,171000,"Working","Secondary / secondary special","Single / not married","Rented apartment",-16938,-673,1,0,0,0,"Laborers",1,-28,"bad"
206,"M","N","N",0,292500,"State servant","Secondary / secondary special","Married","House / apartment",-11365,-2745,1,1,1,0,"Core staff",2,-48,"good"
207,"F","Y","N",0,144000,"Working","Secondary / secondary special","Widow","House / apartment",-14407,-1345,1,0,0,0,"HR staff",1,-6,"bad"
208,"F","N","N",2,112500,"State servant","Higher education","Married","House / apartment",-11604,-2721,1,0,0,1,"Core staff",4,-3,"good"
209,"F","N","Y",0,81000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21383,365243,1,0,1,0,"",2,-18,"bad"
210,"F","Y","Y",1,225000,"Working","Higher education","Separated","House / apartment",-14816,-1672,1,0,0,0,"Core staff",2,0,"good"
211,"F","N","Y",0,315000,"Commercial associate","Higher education","Separated","House / apartment",-17752,-2380,1,1,1,0,"Accountants",1,-52,"bad"
212,"M","Y","Y",1,427500,"Working","Higher education","Married","House / apartment",-15085,-354,1,0,0,0,"Managers",3,-3,"good"
213,"F","N","N",0,78750,"Working","Secondary / secondary special","Married","With parents",-12104,-2045,1,1,0,0,"Security staff",2,-13,"bad"
214,"F","N","N",0,67500,"Pensioner","Higher education","Widow","House / apartment",-24081,365243,1,0,0,0,"",1,-30,"good"
215,"F","N","Y",0,121500,"Working","Secondary / secondary special","Married","House / apartment",-22046,-2011,1,0,0,0,"Laborers",2,-13,"bad"
216,"F","N","N",0,144000,"Working","Secondary / secondary special","Single / not married","House / apartment",-16898,-7310,1,1,1,0,"Core staff",1,-42,"bad"
217,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22283,365243,1,0,0,0,"",2,-45,"good"
218,"F","N","N",0,94500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21513,365243,1,0,1,0,"",2,-41,"good"
219,"F","Y","N",0,562500,"Working","Higher education","Married","House / apartment",-14654,-2836,1,1,0,0,"Managers",2,-12,"good"
220,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21992,365243,1,0,0,0,"",1,-32,"good"
221,"F","N","N",1,72000,"Commercial associate","Higher education","Married","House / apartment",-14173,-1925,1,0,0,1,"Accountants",3,-43,"bad"
222,"M","N","Y",0,144000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16979,-1830,1,0,0,0,"Security staff",2,-11,"bad"
223,"F","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-21276,-1128,1,0,1,0,"Accountants",2,-17,"bad"
224,"F","N","N",0,270000,"Working","Higher education","Married","House / apartment",-17573,-5792,1,1,1,0,"Managers",2,-28,"bad"
225,"M","Y","N",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-11498,-4491,1,0,0,0,"",3,-12,"good"
226,"F","Y","Y",2,315000,"Commercial associate","Higher education","Married","With parents",-12621,-1327,1,0,0,0,"Managers",4,-50,"bad"
227,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-19565,-3246,1,0,0,0,"",2,-49,"good"
228,"M","N","Y",0,292500,"Commercial associate","Higher education","Single / not married","Rented apartment",-9990,-1221,1,0,1,0,"Sales staff",1,-7,"good"
229,"F","N","Y",0,90000,"Pensioner","Higher education","Married","House / apartment",-21340,365243,1,0,0,0,"",2,-51,"bad"
230,"F","N","N",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-17767,-11062,1,1,0,0,"Medicine staff",2,-37,"bad"
231,"F","Y","N",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22989,365243,1,0,1,0,"",2,-19,"bad"
232,"F","Y","Y",0,225000,"Working","Higher education","Civil marriage","House / apartment",-11067,-492,1,0,0,0,"Sales staff",2,-17,"good"
233,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-16076,-7679,1,0,0,0,"",2,-27,"good"
234,"M","Y","Y",0,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18318,-923,1,0,1,1,"Drivers",2,-59,"good"
235,"M","N","Y",0,247500,"Commercial associate","Higher education","Civil marriage","House / apartment",-15995,-401,1,0,0,0,"Core staff",2,-11,"good"
236,"M","Y","N",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17455,-1321,1,0,0,0,"Drivers",2,-20,"good"
237,"F","N","N",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-14216,-6649,1,1,1,0,"",2,-27,"bad"
238,"M","N","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-15634,-158,1,1,0,0,"Laborers",2,-29,"bad"
239,"F","Y","Y",1,270000,"Working","Higher education","Separated","House / apartment",-14052,-140,1,0,1,1,"Sales staff",2,-37,"bad"
240,"M","Y","N",0,382500,"State servant","Higher education","Married","Office apartment",-11960,-4174,1,0,0,0,"",2,-3,"good"
241,"M","N","N",2,202500,"Working","Secondary / secondary special","Married","House / apartment",-12703,-3141,1,0,1,0,"Laborers",4,-18,"good"
242,"F","N","N",2,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13791,-1353,1,1,0,0,"Accountants",4,-6,"bad"
243,"F","N","Y",0,112500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-15903,-762,1,0,0,0,"Sales staff",1,-13,"bad"
244,"M","N","N",1,99000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17876,-5239,1,0,0,0,"Laborers",2,-1,"good"
245,"F","Y","Y",1,157500,"State servant","Secondary / secondary special","Married","House / apartment",-13811,-3380,1,0,0,0,"Laborers",3,-23,"good"
246,"F","Y","Y",0,202500,"Working","Higher education","Married","House / apartment",-20182,-7514,1,0,0,0,"Accountants",2,-43,"good"
247,"F","N","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-18474,-3021,1,0,0,1,"Cleaning staff",2,-28,"bad"
248,"M","Y","Y",2,157500,"Commercial associate","Higher education","Married","With parents",-14192,-626,1,0,0,0,"Drivers",4,-47,"bad"
249,"M","N","N",0,180000,"Working","Higher education","Married","House / apartment",-14972,-1063,1,0,0,0,"Core staff",2,-43,"good"
250,"M","N","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-12627,-2267,1,0,0,0,"High skill tech staff",3,-11,"good"
251,"F","N","N",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20565,365243,1,0,1,0,"",2,-14,"bad"
252,"F","Y","N",1,90000,"Working","Incomplete higher","Married","Rented apartment",-12383,-3480,1,0,0,0,"Laborers",3,-6,"good"
253,"F","N","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-19777,-6835,1,1,1,0,"Core staff",1,-22,"bad"
254,"F","Y","Y",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10302,-734,1,0,0,0,"Core staff",2,-32,"bad"
255,"F","N","Y",1,180000,"State servant","Higher education","Married","House / apartment",-10969,-3485,1,0,0,1,"High skill tech staff",3,-5,"good"
256,"F","N","Y",2,360000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-13576,-3560,1,0,0,0,"Sales staff",3,-25,"bad"
257,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23774,365243,1,0,0,0,"",1,-17,"good"
258,"F","N","Y",0,315000,"Working","Secondary / secondary special","Separated","House / apartment",-15256,-3291,1,0,0,0,"Laborers",1,-18,"good"
259,"F","Y","Y",1,270000,"Working","Secondary / secondary special","Married","House / apartment",-14512,-4596,1,0,0,0,"Laborers",3,-46,"bad"
260,"F","N","Y",1,180000,"Working","Higher education","Civil marriage","House / apartment",-13767,-1882,1,0,0,0,"Sales staff",3,-41,"good"
261,"F","N","Y",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-13361,-6586,1,1,0,0,"Core staff",4,-18,"bad"
262,"M","N","N",0,180000,"Commercial associate","Incomplete higher","Married","House / apartment",-11223,-2326,1,0,0,0,"",2,-46,"bad"
263,"F","N","N",1,180000,"Working","Incomplete higher","Married","With parents",-9911,-2665,1,0,0,0,"",3,-38,"bad"
264,"F","N","N",0,81000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22791,365243,1,0,0,0,"",2,-33,"bad"
265,"F","N","N",0,67500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-9323,-1346,1,0,0,0,"",2,-10,"good"
266,"F","N","Y",0,238500,"Working","Higher education","Married","House / apartment",-20517,-2971,1,1,1,0,"Sales staff",2,-12,"bad"
267,"F","Y","Y",0,202500,"Pensioner","Higher education","Widow","House / apartment",-21269,365243,1,0,0,1,"",1,-39,"bad"
268,"F","N","Y",0,630000,"Working","Higher education","Separated","House / apartment",-22001,-1539,1,1,1,0,"Accountants",1,-41,"bad"
269,"F","N","Y",0,405000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-13362,-1963,1,0,0,0,"Sales staff",1,-25,"bad"
270,"M","Y","N",2,135000,"Working","Higher education","Married","House / apartment",-12725,-1631,1,0,0,0,"Core staff",4,-42,"good"
271,"F","Y","N",0,112500,"Working","Higher education","Married","With parents",-10475,-1792,1,1,1,0,"Core staff",2,-11,"bad"
272,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22844,365243,1,0,0,0,"",2,-13,"bad"
273,"M","Y","N",2,135000,"Working","Secondary / secondary special","Married","With parents",-16625,-561,1,0,0,0,"",4,-23,"bad"
274,"M","Y","Y",0,184500,"State servant","Higher education","Married","House / apartment",-13916,-169,1,0,0,0,"Managers",2,-60,"bad"
275,"M","Y","N",1,337500,"State servant","Higher education","Married","House / apartment",-12794,-3574,1,0,0,0,"",3,-2,"good"
276,"F","N","N",0,67500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21516,365243,1,0,0,0,"",1,-8,"bad"
277,"M","N","Y",1,90000,"Commercial associate","Secondary / secondary special","Married","With parents",-8316,-149,1,0,0,0,"Laborers",3,-20,"good"
278,"F","N","Y",0,180000,"Working","Higher education","Married","House / apartment",-14083,-7049,1,1,0,0,"Core staff",2,0,"good"
279,"M","Y","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-19987,365243,1,0,0,0,"",2,-35,"good"
280,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-22408,-2685,1,0,1,0,"Cooking staff",2,-44,"good"
281,"F","N","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-24311,365243,1,0,1,0,"",2,-9,"bad"
282,"M","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20644,365243,1,0,0,0,"",1,-5,"bad"
283,"M","Y","Y",0,252000,"Commercial associate","Higher education","Married","House / apartment",-13796,-2682,1,0,0,0,"Drivers",2,-33,"bad"
284,"M","Y","Y",0,180000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-23289,365243,1,0,1,0,"",2,-22,"bad"
285,"F","N","Y",0,112500,"Working","Secondary / secondary special","Widow","House / apartment",-16917,-4081,1,1,0,0,"Laborers",1,-3,"good"
286,"M","N","Y",1,562500,"Working","Incomplete higher","Married","House / apartment",-13790,-5639,1,1,1,0,"",3,-35,"bad"
287,"F","N","N",0,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18061,-869,1,0,0,0,"",2,-16,"bad"
288,"F","N","Y",0,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12922,-923,1,0,0,0,"Core staff",1,-53,"bad"
289,"M","N","N",3,90000,"State servant","Secondary / secondary special","Married","House / apartment",-14348,-727,1,0,0,1,"",5,-5,"bad"
290,"F","N","N",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12541,-4549,1,1,1,0,"Laborers",4,-16,"bad"
291,"F","N","N",0,157500,"State servant","Higher education","Married","House / apartment",-11588,-801,1,1,1,0,"Core staff",2,-23,"bad"
292,"F","N","N",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14201,-2139,1,0,1,0,"",2,-31,"good"
293,"F","Y","Y",0,301500,"Pensioner","Higher education","Married","House / apartment",-21044,365243,1,0,1,0,"",2,-7,"bad"
294,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-10328,-1156,1,0,0,0,"Laborers",2,-20,"good"
295,"F","N","N",0,135000,"State servant","Higher education","Separated","With parents",-19514,-1991,1,1,0,0,"IT staff",1,-42,"bad"
296,"M","Y","N",0,247500,"Working","Incomplete higher","Separated","House / apartment",-10370,-1550,1,1,1,0,"Managers",1,-9,"bad"
297,"F","N","N",0,270000,"Working","Secondary / secondary special","Civil marriage","Office apartment",-9184,-840,1,1,1,0,"Sales staff",2,-25,"bad"
298,"M","Y","Y",0,315000,"Working","Higher education","Married","House / apartment",-8440,-1206,1,0,0,0,"Sales staff",2,-3,"good"
299,"F","N","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11768,-2086,1,0,0,1,"Laborers",2,-54,"bad"
300,"M","Y","N",2,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15476,-2879,1,0,1,0,"Laborers",4,-48,"bad"
301,"M","N","N",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14070,-1565,1,1,1,0,"Laborers",2,-17,"good"
302,"F","Y","Y",0,256500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-18554,-703,1,0,0,0,"Core staff",1,-21,"good"
303,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-13052,-1009,1,0,0,0,"High skill tech staff",2,-23,"bad"
304,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18666,365243,1,0,1,0,"",2,-5,"good"
305,"F","N","N",2,382500,"State servant","Secondary / secondary special","Married","House / apartment",-18946,-4827,1,0,0,0,"Security staff",4,-33,"good"
306,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","Municipal apartment",-20589,-3680,1,0,0,0,"",2,-33,"good"
307,"M","Y","Y",2,450000,"Commercial associate","Higher education","Married","House / apartment",-17841,-4305,1,1,1,0,"Managers",4,-25,"bad"
308,"M","Y","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-17158,-2990,1,0,0,0,"Sales staff",2,-9,"good"
309,"F","N","N",0,247500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-16306,-4904,1,1,1,0,"Laborers",2,-55,"bad"
310,"F","Y","Y",0,315000,"Commercial associate","Higher education","Married","House / apartment",-12883,-3627,1,0,0,0,"Managers",2,-39,"bad"
311,"M","N","Y",0,229500,"Working","Secondary / secondary special","Single / not married","House / apartment",-16481,-1292,1,1,1,0,"Drivers",1,-19,"good"
312,"F","N","Y",0,148500,"Working","Higher education","Married","House / apartment",-17641,-889,1,0,0,0,"Core staff",2,-20,"bad"
313,"F","N","Y",0,135000,"State servant","Higher education","Married","House / apartment",-18964,-8671,1,0,1,0,"Core staff",2,-20,"good"
314,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-17143,-5507,1,0,1,0,"",2,-3,"good"
315,"F","N","N",0,166500,"Working","Higher education","Married","House / apartment",-21466,-3992,1,0,0,0,"Core staff",2,-14,"bad"
316,"F","Y","Y",0,463500,"Working","Higher education","Married","House / apartment",-20848,-4090,1,1,1,0,"Managers",2,-34,"good"
