"X","user_seq","rent_date","rent_place","bike_id","return_place","return_date","using_time","dist","user_age","user_type","bill_type","rent_hour","rent_days","rent_wdays","return_hour","return_day","return_wdays","month","region"
15230,18247010,"2019-01-02 15:02:15","ST-1110","19B00900004CE2","ST-1107","2019-01-02 15:14:14",11,1230,"AGE_002","USR_001","BIL_004",15,2,4,15,2,4,1,"강북구"
15480,18247288,"2019-01-02 15:33:11","ST-1671","19B00800001B70","ST-1334","2019-01-02 15:39:26",5,1270,"AGE_003","USR_001","BIL_004",15,2,4,15,2,4,1,"동대문구"
15512,18247323,"2019-01-02 15:31:54","ST-1505","19B00800003667","ST-431","2019-01-02 15:41:56",9,1350,"AGE_004","USR_001","BIL_015",15,2,4,15,2,4,1,"양천구"
15626,18247440,"2019-01-02 15:43:03","ST-1361","19B0080000264E","ST-818","2019-01-02 15:50:29",7,1550,"AGE_002","USR_001","BIL_002",15,2,4,15,2,4,1,"서초구"
15716,18247535,"2019-01-02 15:24:35","ST-249","19B00800001B06","ST-361","2019-01-02 15:59:02",33,3880,"AGE_004","USR_001","BIL_014",15,2,4,15,2,4,1,"성동구"
15719,18247538,"2019-01-02 15:51:06","ST-810","19B00900004DC6","ST-817","2019-01-02 15:59:11",7,1440,"AGE_003","USR_001","BIL_004",15,2,4,15,2,4,1,"강남구"
15951,18247785,"2019-01-02 16:09:06","ST-1397","19B00800003A00","ST-226","2019-01-02 16:18:53",9,1670,"AGE_002","USR_001","BIL_002",16,2,4,16,2,4,1,"마포구"
15977,18247811,"2019-01-02 15:54:23","ST-73","19B008000030CC","ST-1323","2019-01-02 16:21:06",25,4590,"AGE_005","USR_001","BIL_004",15,2,4,16,2,4,1,"영등포구"
16097,18247942,"2019-01-02 15:36:13","ST-407","19B00700000D3A","ST-407","2019-01-02 16:33:47",57,12420,"AGE_007","USR_001","BIL_006",15,2,4,16,2,4,1,"동대문구"
16098,18247943,"2019-01-02 16:28:55","ST-402","19B00800002E5A","ST-1303","2019-01-02 16:33:47",4,330,"AGE_002","USR_001","BIL_015",16,2,4,16,2,4,1,"동대문구"
16102,18247949,"2019-01-02 16:32:15","ST-1425","19B0080000398F","ST-1473","2019-01-02 16:34:17",1,550,"AGE_002","USR_001","BIL_004",16,2,4,16,2,4,1,"노원구"
16111,18247960,"2019-01-02 16:33:10","ST-55","19B00700000850","ST-57","2019-01-02 16:35:31",2,490,"AGE_004","USR_001","BIL_004",16,2,4,16,2,4,1,"영등포구"
16158,18248011,"2019-01-02 16:26:00","ST-1203","19B00800003F39","ST-1212","2019-01-02 16:39:43",13,1510,"AGE_004","USR_001","BIL_015",16,2,4,16,2,4,1,"성북구"
16181,18248034,"2019-01-02 16:25:50","ST-906","19B00900004939","ST-1419","2019-01-02 16:41:38",15,1880,"AGE_002","USR_001","BIL_006",16,2,4,16,2,4,1,"송파구"
16216,18248076,"2019-01-02 16:34:56","ST-471","19B00700001506","ST-1036","2019-01-02 16:44:03",8,1620,"AGE_002","USR_001","BIL_004",16,2,4,16,2,4,1,"은평구"
16226,18248088,"2019-01-02 15:54:33","ST-58","19B008000040C4","ST-66","2019-01-02 16:44:42",49,1260,"AGE_007","USR_001","BIL_004",15,2,4,16,2,4,1,"영등포구"
16252,18248117,"2019-01-02 16:38:21","ST-1047","19B0090000472D","ST-1046","2019-01-02 16:46:44",8,1360,"AGE_002","USR_001","BIL_005",16,2,4,16,2,4,1,"강동구"
16451,18248330,"2019-01-02 16:59:00","ST-148","19B006000003AB","ST-137","2019-01-02 17:02:40",3,430,"AGE_004","USR_001","BIL_014",16,2,4,17,2,4,1,"중구"
16499,18248383,"2019-01-02 16:56:24","ST-77","19B009000046A8","ST-90","2019-01-02 17:06:16",9,1480,"AGE_003","USR_001","BIL_015",16,2,4,17,2,4,1,"마포구"
16611,18248503,"2019-01-02 16:55:43","ST-127","19B00700000FCD","ST-1376","2019-01-02 17:13:06",17,2990,"AGE_002","USR_001","BIL_004",16,2,4,17,2,4,1,"중구"
16685,18248581,"2019-01-02 17:11:00","ST-392","19B00900004706","ST-1632","2019-01-02 17:18:15",6,1110,"AGE_004","USR_001","BIL_004",17,2,4,17,2,4,1,"동대문구"
16688,18248584,"2019-01-02 16:34:51","ST-842","19B00900004C2A","ST-112","2019-01-02 17:18:20",41,10650,"AGE_004","USR_001","BIL_002",16,2,4,17,2,4,1,"성북구"
16806,18248714,"2019-01-02 17:22:17","ST-1015","19B00900004B71","ST-1495","2019-01-02 17:26:10",3,630,"AGE_006","USR_001","BIL_015",17,2,4,17,2,4,1,"양천구"
16912,18248836,"2019-01-02 15:46:13","ST-1615","19B00800001BAA","ST-1158","2019-01-02 17:32:49",106,12040,"AGE_002","USR_001","BIL_016",15,2,4,17,2,4,1,"용산구"
16917,18248841,"2019-01-02 17:26:23","ST-111","19B00800003F76","ST-108","2019-01-02 17:33:05",6,750,"AGE_002","USR_001","BIL_004",17,2,4,17,2,4,1,"성동구"
16976,18248908,"2019-01-02 17:28:35","ST-106","19B0070000152F","ST-375","2019-01-02 17:37:11",8,880,"AGE_002","USR_001","BIL_015",17,2,4,17,2,4,1,"성동구"
17096,18249035,"2019-01-02 17:38:44","ST-293","19B007000017C8","ST-1698","2019-01-02 17:44:13",5,900,"AGE_003","USR_001","BIL_014",17,2,4,17,2,4,1,"영등포구"
17360,18249319,"2019-01-02 17:38:57","ST-322","19B00800002A9A","ST-438","2019-01-02 17:58:31",18,1930,"AGE_002","USR_001","BIL_015",17,2,4,17,2,4,1,"용산구"
17707,18249705,"2019-01-02 18:11:00","ST-781","19B00800003455","ST-770","2019-01-02 18:16:23",4,970,"AGE_003","USR_001","BIL_004",18,2,4,18,2,4,1,"서초구"
17741,18249741,"2019-01-02 18:03:53","ST-51","19B008000043DF","ST-65","2019-01-02 18:17:46",13,2490,"AGE_003","USR_001","BIL_005",18,2,4,18,2,4,1,"영등포구"
17917,18249937,"2019-01-02 18:07:36","ST-1432","19B00800003B62","ST-127","2019-01-02 18:23:17",15,2520,"AGE_003","USR_001","BIL_015",18,2,4,18,2,4,1,"종로구"
18014,18250043,"2019-01-02 17:35:07","ST-891","19B00700000E76","ST-891","2019-01-02 18:26:37",51,1930,"AGE_003","USR_001","BIL_002",17,2,4,18,2,4,1,"송파구"
18034,18250063,"2019-01-02 18:17:53","ST-883","19B008000044B7","ST-704","2019-01-02 18:27:11",8,1350,"AGE_004","USR_001","BIL_005",18,2,4,18,2,4,1,"관악구"
18264,18250316,"2019-01-02 18:27:13","ST-1549","19B008000044B8","ST-702","2019-01-02 18:35:09",7,800,"AGE_003","USR_001","BIL_014",18,2,4,18,2,4,1,"관악구"
18613,18250697,"2019-01-02 18:14:21","ST-1339","19B00700000A28","ST-47","2019-01-02 18:49:35",34,7100,"AGE_008","USR_003","BIL_007",18,2,4,18,2,4,1,"용산구"
18661,18250749,"2019-01-02 18:43:04","ST-1275","19B007000017F3","ST-1223","2019-01-02 18:51:09",7,1480,"AGE_002","USR_001","BIL_005",18,2,4,18,2,4,1,"구로구"
18672,18250760,"2019-01-02 18:32:52","ST-287","19B00800002C05","ST-295","2019-01-02 18:51:22",17,1640,"AGE_002","USR_001","BIL_002",18,2,4,18,2,4,1,"영등포구"
18788,18250882,"2019-01-02 18:45:08","ST-750","19B00800002E55","ST-1169","2019-01-02 18:55:25",9,1590,"AGE_004","USR_001","BIL_014",18,2,4,18,2,4,1,"서초구"
19037,18251148,"2019-01-02 18:22:53","ST-1580","19B00900004C03","ST-1656","2019-01-02 19:06:12",39,7070,"AGE_005","USR_001","BIL_005",18,2,4,19,2,4,1,"송파구"
19044,18251155,"2019-01-02 18:56:20","ST-961","19B00800003FF5","ST-1171","2019-01-02 19:06:36",9,1560,"AGE_003","USR_001","BIL_005",18,2,4,19,2,4,1,"강남구"
19146,18251261,"2019-01-02 19:04:22","ST-295","19B00800002C05","ST-287","2019-01-02 19:10:54",6,830,"AGE_004","USR_001","BIL_002",19,2,4,19,2,4,1,"영등포구"
19236,18251353,"2019-01-02 18:57:05","ST-266","19B009000049CE","ST-589","2019-01-02 19:15:55",18,2890,"AGE_002","USR_001","BIL_005",18,2,4,19,2,4,1,"동대문구"
19279,18251399,"2019-01-02 19:06:47","ST-1137","19B00800003FBC","ST-1296","2019-01-02 19:17:56",9,1400,"AGE_002","USR_001","BIL_012",19,2,4,19,2,4,1,"도봉구"
19290,18251413,"2019-01-02 18:48:36","ST-132","19B007000016F4","ST-132","2019-01-02 19:18:38",29,650,"AGE_005","USR_001","BIL_005",18,2,4,19,2,4,1,"종로구"
19348,18251477,"2019-01-02 19:17:28","ST-173","19B00800001A6C","ST-174","2019-01-02 19:22:04",4,860,"AGE_004","USR_001","BIL_015",19,2,4,19,2,4,1,"종로구"
19398,18251530,"2019-01-02 19:18:18","ST-249","19B00800002C1D","ST-447","2019-01-02 19:24:07",5,890,"AGE_002","USR_001","BIL_004",19,2,4,19,2,4,1,"성동구"
19416,18251549,"2019-01-02 19:17:24","ST-1607","19B0060000051F","ST-127","2019-01-02 19:24:56",7,1260,"AGE_003","USR_001","BIL_005",19,2,4,19,2,4,1,"종로구"
19765,18251920,"2019-01-02 18:09:22","ST-1375","19B006000007EA","ST-1375","2019-01-02 19:43:50",94,17590,"AGE_005","USR_001","BIL_014",18,2,4,19,2,4,1,"중랑구"
19785,18251941,"2019-01-02 19:30:49","ST-18","19B00700000E28","ST-227","2019-01-02 19:44:48",13,2610,"AGE_004","USR_001","BIL_014",19,2,4,19,2,4,1,"마포구"
19834,18251994,"2019-01-02 19:11:28","ST-795","19B00900004DDA","ST-1046","2019-01-02 19:48:15",36,7450,"AGE_003","USR_001","BIL_014",19,2,4,19,2,4,1,"강남구"
19862,18252027,"2019-01-02 19:40:58","ST-145","19B007000016F5","ST-154","2019-01-02 19:50:00",8,1080,"AGE_003","USR_001","BIL_004",19,2,4,19,2,4,1,"종로구"
19995,18252175,"2019-01-02 19:54:12","ST-959","19B00800003FFC","ST-1246","2019-01-02 19:57:50",3,810,"AGE_002","USR_001","BIL_005",19,2,4,19,2,4,1,"강남구"
20140,18252327,"2019-01-02 19:52:19","ST-1119","19B00800003CC3","ST-1641","2019-01-02 20:06:43",14,1810,"AGE_002","USR_001","BIL_004",19,2,4,20,2,4,1,"노원구"
20213,18252404,"2019-01-02 19:16:02","ST-369","19B00800003898","ST-1194","2019-01-02 20:11:37",55,7490,"AGE_004","USR_001","BIL_012",19,2,4,20,2,4,1,"성동구"
20247,18252439,"2019-01-02 20:03:03","ST-1081","19B00800002581","ST-891","2019-01-02 20:13:42",10,1370,"AGE_002","USR_001","BIL_004",20,2,4,20,2,4,1,"송파구"
20403,18252609,"2019-01-02 20:10:16","ST-289","19B0080000396B","ST-290","2019-01-02 20:23:29",12,2090,"AGE_002","USR_001","BIL_004",20,2,4,20,2,4,1,"영등포구"
20502,18252709,"2019-01-02 20:00:37","ST-525","19B00800004246","ST-525","2019-01-02 20:30:22",29,3510,"AGE_002","USR_001","BIL_004",20,2,4,20,2,4,1,"강서구"
20508,18252717,"2019-01-02 18:43:54","ST-211","19B0080000285F","ST-18","2019-01-02 20:30:58",108,3130,"AGE_002","USR_001","BIL_004",18,2,4,20,2,4,1,"마포구"
20509,18252718,"2019-01-02 19:59:03","ST-1203","19B009000045CB","ST-827","2019-01-02 20:31:07",31,3970,"AGE_003","USR_001","BIL_006",19,2,4,20,2,4,1,"성북구"
20520,18252730,"2019-01-02 20:18:50","ST-1083","19B00800003C33","ST-1047","2019-01-02 20:31:52",12,1690,"AGE_004","USR_001","BIL_015",20,2,4,20,2,4,1,"송파구"
20531,18252742,"2019-01-02 20:25:51","ST-721","19B00900004927","ST-887","2019-01-02 20:32:52",6,1380,"AGE_003","USR_001","BIL_005",20,2,4,20,2,4,1,"관악구"
20737,18252967,"2019-01-02 20:27:15","ST-974","19B009000047CB","ST-974","2019-01-02 20:48:06",20,3320,"AGE_002","USR_001","BIL_005",20,2,4,20,2,4,1,"광진구"
20743,18252974,"2019-01-02 20:40:55","ST-522","19B008000025C8","ST-835","2019-01-02 20:48:26",7,630,"AGE_002","USR_001","BIL_006",20,2,4,20,2,4,1,"강서구"
20846,18253092,"2019-01-02 20:44:46","ST-784","19B00900004BAF","ST-540","2019-01-02 20:57:22",11,1760,"AGE_005","USR_001","BIL_005",20,2,4,20,2,4,1,"강남구"
20897,18253148,"2019-01-02 20:43:47","ST-863","19B00800003E00","ST-658","2019-01-02 21:01:38",17,3250,"AGE_005","USR_001","BIL_015",20,2,4,21,2,4,1,"강북구"
20953,18253206,"2019-01-02 20:46:48","ST-602","19B00800001C8B","ST-910","2019-01-02 21:06:12",18,3300,"AGE_004","USR_001","BIL_005",20,2,4,21,2,4,1,"노원구"
20990,18253247,"2019-01-02 20:56:19","ST-906","19B00800002096","ST-1657","2019-01-02 21:09:39",13,2310,"AGE_005","USR_001","BIL_005",20,2,4,21,2,4,1,"송파구"
21027,18253285,"2019-01-02 20:54:09","ST-224","19B00800003B23","ST-222","2019-01-02 21:12:18",17,3230,"AGE_003","USR_001","BIL_004",20,2,4,21,2,4,1,"서대문구"
21152,18253427,"2019-01-02 21:08:16","ST-1140","19B00800002CB3","ST-1146","2019-01-02 21:21:18",12,2090,"AGE_002","USR_001","BIL_014",21,2,4,21,2,4,1,"금천구"
21169,18253446,"2019-01-02 21:08:27","ST-392","19B0080000343B","ST-405","2019-01-02 21:22:29",13,2180,"AGE_002","USR_001","BIL_004",21,2,4,21,2,4,1,"동대문구"
21507,18253822,"2019-01-02 21:42:43","ST-178","19B0080000291D","ST-162","2019-01-02 21:48:43",5,1300,"AGE_002","USR_001","BIL_005",21,2,4,21,2,4,1,"종로구"
21618,18253950,"2019-01-02 21:55:07","ST-847","19B008000040BF","ST-1346","2019-01-02 21:58:34",3,490,"AGE_002","USR_001","BIL_002",21,2,4,21,2,4,1,"중랑구"
21654,18253989,"2019-01-02 21:52:32","ST-237","19B00800003479","ST-248","2019-01-02 22:00:50",7,860,"AGE_002","USR_001","BIL_004",21,2,4,22,2,4,1,"성동구"
21762,18254113,"2019-01-02 21:43:07","ST-1279","19B00800002928","ST-1296","2019-01-02 22:08:23",24,3440,"AGE_004","USR_001","BIL_015",21,2,4,22,2,4,1,"노원구"
21765,18254118,"2019-01-02 21:34:39","ST-1660","19B00800003F55","ST-254","2019-01-02 22:09:06",33,3310,"AGE_008","USR_003","BIL_007",21,2,4,22,2,4,1,"광진구"
21813,18254174,"2019-01-02 22:02:50","ST-596","19B0080000418E","ST-856","2019-01-02 22:13:18",10,1330,"AGE_002","USR_001","BIL_005",22,2,4,22,2,4,1,"중랑구"
21952,18254334,"2019-01-02 22:15:06","ST-1291","19B00800002453","ST-617","2019-01-02 22:23:11",7,920,"AGE_006","USR_001","BIL_005",22,2,4,22,2,4,1,"노원구"
21957,18254339,"2019-01-02 22:20:39","ST-72","19B00700000ABA","ST-70","2019-01-02 22:23:27",2,510,"AGE_002","USR_001","BIL_014",22,2,4,22,2,4,1,"영등포구"
22289,18254708,"2019-01-02 22:45:36","ST-1484","19B00800002DD2","ST-472","2019-01-02 22:54:11",8,1720,"AGE_004","USR_001","BIL_004",22,2,4,22,2,4,1,"은평구"
22290,18254709,"2019-01-02 22:50:21","ST-97","19B008000025E9","ST-973","2019-01-02 22:54:13",3,720,"AGE_002","USR_001","BIL_014",22,2,4,22,2,4,1,"광진구"
22312,18254733,"2019-01-02 22:53:54","ST-786","19B00700001794","ST-783","2019-01-02 22:56:09",1,580,"AGE_006","USR_001","BIL_015",22,2,4,22,2,4,1,"강남구"
22486,18254928,"2019-01-02 22:49:47","ST-600","19B00900004A45","ST-1349","2019-01-02 23:13:40",23,2800,"AGE_002","USR_001","BIL_002",22,2,4,23,2,4,1,"노원구"
22507,18254949,"2019-01-02 22:59:46","ST-818","19B00800001F9F","ST-808","2019-01-02 23:16:08",15,2490,"AGE_002","USR_001","BIL_006",22,2,4,23,2,4,1,"강남구"
22592,18255037,"2019-01-02 23:04:28","ST-186","19B009000047BF","ST-842","2019-01-02 23:24:04",19,4550,"AGE_002","USR_001","BIL_002",23,2,4,23,2,4,1,"중구"
22760,18255212,"2019-01-02 23:24:52","ST-610","19B008000039CD","ST-1465","2019-01-02 23:44:16",19,3360,"AGE_002","USR_001","BIL_004",23,2,4,23,2,4,1,"노원구"
22848,18255306,"2019-01-02 23:42:14","ST-194","19B008000035B9","ST-194","2019-01-02 23:59:38",17,2290,"AGE_003","USR_001","BIL_002",23,2,4,23,2,4,1,"중구"
22978,18255384,"2019-01-03 00:02:09","ST-906","19B0070000169F","ST-1579","2019-01-03 00:09:35",7,1310,"AGE_002","USR_001","BIL_005",0,3,5,0,3,5,1,"송파구"
23124,18255581,"2019-01-03 00:19:58","ST-1546","19B0070000167A","ST-301","2019-01-03 00:32:02",11,2270,"AGE_002","USR_001","BIL_004",0,3,5,0,3,5,1,"관악구"
23199,18255661,"2019-01-03 00:29:44","ST-368","19B00800001964","ST-108","2019-01-03 00:43:51",13,1740,"AGE_004","USR_001","BIL_004",0,3,5,0,3,5,1,"성동구"
23238,18255708,"2019-01-03 00:27:50","ST-1210","19B00800003EA6","ST-171","2019-01-03 00:50:02",21,4870,"AGE_004","USR_001","BIL_004",0,3,5,0,3,5,1,"성북구"
23296,18255783,"2019-01-03 00:54:08","ST-740","19B00800002739","ST-892","2019-01-03 00:59:23",4,35640,"AGE_002","USR_001","BIL_014",0,3,5,0,3,5,1,"송파구"
23330,18255827,"2019-01-03 00:48:09","ST-1705","19B0080000257A","ST-540","2019-01-03 01:03:28",0,0,"AGE_002","USR_001","BIL_004",0,3,5,1,3,5,1,"송파구"
23362,18255863,"2019-01-03 01:02:37","ST-626","19B00700000C7E","ST-630","2019-01-03 01:07:04",4,800,"AGE_005","USR_001","BIL_004",1,3,5,1,3,5,1,"금천구"
23448,18255959,"2019-01-03 00:55:18","ST-1215","19B00900004792","ST-404","2019-01-03 01:17:30",21,2740,"AGE_003","USR_001","BIL_004",0,3,5,1,3,5,1,"성북구"
23487,18256003,"2019-01-03 00:52:11","ST-53","19B00800002875","ST-308","2019-01-03 01:23:04",30,5820,"AGE_004","USR_001","BIL_015",0,3,5,1,3,5,1,"영등포구"
23735,18256282,"2019-01-03 01:53:17","ST-97","19B0060000080F","ST-973","2019-01-03 01:57:18",3,720,"AGE_002","USR_001","BIL_014",1,3,5,1,3,5,1,"광진구"
23747,18256295,"2019-01-03 01:38:50","ST-1681","19B009000045AF","ST-497","2019-01-03 01:58:18",19,2580,"AGE_002","USR_001","BIL_002",1,3,5,1,3,5,1,"송파구"
23933,18256500,"2019-01-03 02:16:14","ST-936","19B00800003EAC","ST-1274","2019-01-03 02:28:21",11,2360,"AGE_002","USR_001","BIL_002",2,3,5,2,3,5,1,"구로구"
23937,18256505,"2019-01-03 02:13:18","ST-460","19B00800002A2C","ST-1643","2019-01-03 02:28:54",14,2770,"AGE_005","USR_001","BIL_002",2,3,5,2,3,5,1,"은평구"
24048,18256624,"2019-01-03 02:29:16","ST-1694","19B008000038DC","ST-1062","2019-01-03 02:47:56",18,4020,"AGE_002","USR_001","BIL_006",2,3,5,2,3,5,1,"강서구"
24305,18256907,"2019-01-03 03:34:04","ST-1556","19B0070000136D","ST-1554","2019-01-03 03:52:31",18,2130,"AGE_004","USR_001","BIL_004",3,3,5,3,3,5,1,"서초구"
24312,18256915,"2019-01-03 03:51:15","ST-1201","19B007000012A6","ST-1202","2019-01-03 03:54:25",2,610,"AGE_002","USR_001","BIL_004",3,3,5,3,3,5,1,"성북구"
24339,18256945,"2019-01-03 03:57:32","ST-701","19B006000001BA","ST-690","2019-01-03 04:00:56",3,490,"AGE_005","USR_001","BIL_004",3,3,5,4,3,5,1,"동작구"
24521,18257141,"2019-01-03 05:01:58","ST-197","19B00800001AF6","ST-119","2019-01-03 05:21:43",19,5190,"AGE_003","USR_001","BIL_004",5,3,5,5,3,5,1,"중구"
24853,18257504,"2019-01-03 06:46:38","ST-826","19B007000014FF","ST-1206","2019-01-03 06:50:15",3,620,"AGE_002","USR_001","BIL_015",6,3,5,6,3,5,1,"성북구"
24861,18257512,"2019-01-03 06:47:30","ST-927","19B00800001AD0","ST-746","2019-01-03 06:51:26",3,680,"AGE_002","USR_001","BIL_002",6,3,5,6,3,5,1,"서초구"
25212,18257889,"2019-01-03 07:34:32","ST-1038","19B00800003C4A","ST-1035","2019-01-03 07:37:43",2,630,"AGE_004","USR_001","BIL_004",7,3,5,7,3,5,1,"은평구"
25226,18257904,"2019-01-03 07:33:14","ST-906","19B00800003638","ST-899","2019-01-03 07:38:58",5,1100,"AGE_004","USR_001","BIL_005",7,3,5,7,3,5,1,"송파구"
25261,18257946,"2019-01-03 06:58:22","ST-1331","19B00800001A61","ST-1701","2019-01-03 07:41:38",42,10660,"AGE_004","USR_001","BIL_014",6,3,5,7,3,5,1,"은평구"
25296,18257990,"2019-01-03 07:36:08","ST-178","19B008000029F0","ST-160","2019-01-03 07:44:47",8,1570,"AGE_004","USR_001","BIL_004",7,3,5,7,3,5,1,"종로구"
25321,18258017,"2019-01-03 07:33:02","ST-891","19B00900004C9A","\N","2019-01-03 07:46:22",13,0,"AGE_004","USR_001","BIL_004",7,3,5,7,3,5,1,"송파구"
25479,18258191,"2019-01-03 07:37:37","ST-675","19B0080000445C","ST-1529","2019-01-03 07:57:22",19,122910,"AGE_005","USR_001","BIL_014",7,3,5,7,3,5,1,"구로구"
25647,18258380,"2019-01-03 07:42:54","ST-1698","19B006000005D4","ST-51","2019-01-03 08:08:21",25,3620,"AGE_004","USR_001","BIL_014",7,3,5,8,3,5,1,"영등포구"
25657,18258390,"2019-01-03 08:05:28","ST-208","19B00900004724","ST-4","2019-01-03 08:08:48",2,530,"AGE_002","USR_001","BIL_005",8,3,5,8,3,5,1,"마포구"
25777,18258519,"2019-01-03 08:10:41","ST-293","19B00900004AEC","ST-426","2019-01-03 08:15:03",3,710,"AGE_003","USR_001","BIL_005",8,3,5,8,3,5,1,"영등포구"
25974,18258740,"2019-01-03 08:11:07","ST-244","19B00800002A81","ST-827","2019-01-03 08:24:37",12,1830,"AGE_002","USR_001","BIL_005",8,3,5,8,3,5,1,"성동구"
25980,18258746,"2019-01-03 08:21:57","ST-97","19B008000035A4","ST-1193","2019-01-03 08:24:42",2,680,"AGE_005","USR_001","BIL_005",8,3,5,8,3,5,1,"광진구"
26100,18258879,"2019-01-03 08:27:26","ST-294","19B008000018D3","ST-1698","2019-01-03 08:30:13",2,0,"AGE_004","USR_001","BIL_014",8,3,5,8,3,5,1,"영등포구"
26106,18258886,"2019-01-03 08:24:54","ST-1077","19B0080000345E","ST-1076","2019-01-03 08:30:24",5,1310,"AGE_002","USR_001","BIL_005",8,3,5,8,3,5,1,"송파구"
26225,18259020,"2019-01-03 08:31:37","ST-1718","19B00900004CC4","ST-1712","2019-01-03 08:35:07",3,740,"AGE_003","USR_001","BIL_002",8,3,5,8,3,5,1,"강서구"
26442,18259257,"2019-01-03 08:36:28","ST-14","19B00800001FE6","ST-18","2019-01-03 08:41:26",4,890,"AGE_002","USR_001","BIL_001",8,3,5,8,3,5,1,"서대문구"
26474,18259293,"2019-01-03 08:33:13","ST-70","19B00700001799","ST-56","2019-01-03 08:42:15",8,1180,"AGE_004","USR_001","BIL_015",8,3,5,8,3,5,1,"영등포구"
26578,18259406,"2019-01-03 08:35:22","ST-58","19B00700000FCC","ST-51","2019-01-03 08:45:25",9,1020,"AGE_003","USR_001","BIL_002",8,3,5,8,3,5,1,"영등포구"
26956,18259802,"2019-01-03 08:26:35","ST-1336","19B00900004C37","ST-404","2019-01-03 08:55:28",27,5080,"AGE_002","USR_001","BIL_004",8,3,5,8,3,5,1,"성동구"
26988,18259834,"2019-01-03 08:41:13","ST-1728","19B00800004039","ST-955","2019-01-03 08:56:43",15,2990,"AGE_003","USR_001","BIL_004",8,3,5,8,3,5,1,"송파구"
27220,18260080,"2019-01-03 08:58:39","ST-382","19B00900004B24","ST-1722","2019-01-03 09:11:12",12,1700,"AGE_002","USR_001","BIL_001",8,3,5,9,3,5,1,"광진구"
27440,18260318,"2019-01-03 09:24:04","ST-1698","19B0080000225E","ST-295","2019-01-03 09:28:36",4,610,"AGE_003","USR_001","BIL_005",9,3,5,9,3,5,1,"영등포구"
27511,18260397,"2019-01-03 09:02:36","ST-914","19B009000046D7","ST-859","2019-01-03 09:34:46",31,6420,"AGE_002","USR_001","BIL_015",9,3,5,9,3,5,1,"노원구"
27558,18260449,"2019-01-03 09:28:26","ST-236","19B008000034F0","ST-272","2019-01-03 09:39:03",10,1850,"AGE_004","USR_001","BIL_005",9,3,5,9,3,5,1,"성동구"
27669,18260567,"2019-01-03 08:48:21","ST-309","19B008000026F8","ST-994","2019-01-03 09:47:57",54,1530,"AGE_003","USR_001","BIL_004",8,3,5,9,3,5,1,"양천구"
27897,18260820,"2019-01-03 09:48:42","ST-385","19B0080000211D","ST-1194","2019-01-03 10:09:30",19,24870,"AGE_004","USR_001","BIL_015",9,3,5,10,3,5,1,"광진구"
27969,18260897,"2019-01-03 10:17:15","ST-1247","19B00800003646","ST-815","2019-01-03 10:19:11",1,360,"AGE_005","USR_001","BIL_014",10,3,5,10,3,5,1,"강남구"
27998,18260928,"2019-01-03 10:12:41","ST-1303","19B008000041AC","ST-1629","2019-01-03 10:22:42",9,1400,"AGE_002","USR_001","BIL_014",10,3,5,10,3,5,1,"동대문구"
28028,18260961,"2019-01-03 10:22:12","ST-1542","19B0080000217F","ST-286","2019-01-03 10:26:59",4,1080,"AGE_004","USR_001","BIL_015",10,3,5,10,3,5,1,"동작구"
28085,18261022,"2019-01-03 10:24:38","ST-1254","19B008000029E6","ST-513","2019-01-03 10:34:18",9,1090,"AGE_004","USR_001","BIL_005",10,3,5,10,3,5,1,"강서구"
28148,18261097,"2019-01-03 10:33:48","ST-1132","19B008000039B1","ST-614","2019-01-03 10:44:32",10,1990,"AGE_005","USR_001","BIL_005",10,3,5,10,3,5,1,"도봉구"
28170,18261123,"2019-01-03 10:42:58","ST-1419","19B0070000107B","ST-1084","2019-01-03 10:46:51",3,700,"AGE_004","USR_001","BIL_015",10,3,5,10,3,5,1,"송파구"
28211,18261169,"2019-01-03 10:39:05","ST-1298","19B00900004C93","ST-1336","2019-01-03 10:51:07",11,1550,"AGE_002","USR_001","BIL_004",10,3,5,10,3,5,1,"동대문구"
